twitter_username,name,followers_count,user_tweet_count,created_at,id,query_tweet_count
ivetesangalo,Ivete Sangalo,17030130,45342,2008-04-23T23:25:12.000Z,14502789,110746
LeoDiCaprio,Leonardo DiCaprio,19369320,2435,2010-04-16T22:04:13.000Z,133880286,76734
ParisHilton,Paris Hilton,16824809,22969,2009-03-17T18:45:05.000Z,24929621,97136
iamwill,will.i.am,12109564,8792,2009-06-22T08:24:19.000Z,49573859,28267
MohamadAlarefe,د. محمد العريفي,19648503,23322,2010-11-24T10:45:31.000Z,219255067,3102
KendallJenner,Kendall,31744995,9625,2010-06-19T00:03:11.000Z,157140968,188380
ashleytisdale,Ashley Tisdale,12414515,11005,2008-12-13T02:32:20.000Z,18091904,75559
tyrabanks,Tyra Banks,13907257,9992,2009-07-02T18:57:45.000Z,53153263,33374
SnoopDogg,Snoop Dogg,19318971,41772,2007-03-30T19:05:42.000Z,3004231,272708
AlejandroSanz,Alejandro Sanz,19735496,30575,2009-05-28T17:21:35.000Z,43152482,526942
ricky_martin,Ricky Martin,20256004,7439,2009-05-15T14:53:26.000Z,40255499,65761
10Ronaldinho,Ronaldinho Gaúcho,20231777,5653,2009-04-07T16:11:50.000Z,29479000,105917
SimonCowell,Simon Cowell,10994647,1876,2011-11-15T23:12:59.000Z,413487212,11640
WayneRooney,Wayne Rooney,17159138,3137,2011-04-20T23:47:12.000Z,285332860,238058
KDTrey5,Kevin Durant,19339412,24386,2009-04-28T01:14:36.000Z,35936474,410901
maroon5,Maroon 5,14265183,7351,2009-03-17T14:13:03.000Z,24886570,66449
radityadika,raditya dika,15719458,52724,2009-06-15T15:39:56.000Z,47363197,2461
KylieJenner,Kylie Jenner,39253169,14247,2011-01-11T05:03:57.000Z,236699098,331775
ClaudiaLeitte,Claudia Leitte,14568651,58774,2009-06-18T12:25:09.000Z,48332360,85141
DaniloGentili,Danilo Gentili,16963781,83722,2008-03-25T06:44:38.000Z,14213711,393040
shugairi,أحمد الشقيري,18411619,2127,2010-08-07T22:34:41.000Z,175883705,5619
marcosmion,Marcos Mion,13618997,26817,2009-04-28T19:15:13.000Z,36152770,49096
deepikapadukone,Deepika Padukone,27645780,669,2010-01-04T07:51:32.000Z,101695592,188636
stephenfry,Stephen Fry,12472027,25309,2008-07-15T11:45:30.000Z,15439395,89723
charliesheen,Charlie Sheen,10489153,2320,2011-03-01T20:09:03.000Z,259379883,5370
andresiniesta8,Andrés Iniesta,25219530,3063,2009-11-18T09:33:28.000Z,90836187,69027
iHrithik,Hrithik Roshan,30913709,5960,2010-02-11T18:06:33.000Z,113419517,311775
priyankachopra,PRIYANKA,27434884,22217,2009-01-06T16:05:15.000Z,18681139,321230
LucianoHuck,Luciano Huck,13208100,12272,2009-05-28T02:06:04.000Z,43023158,419513
3gerardpique,Gerard Piqué,20158375,3086,2010-12-08T13:20:43.000Z,224223563,199960
ZacEfron,Zac Efron,15382123,1822,2012-02-14T17:36:20.000Z,492399548,25635
carlyraejepsen,Carly Rae Jepsen,9640317,7096,2009-03-17T07:10:51.000Z,24852465,7030
rustyrockets,Russell Brand,11018079,16293,2009-01-26T22:21:06.000Z,19562228,45803
juanes,Juanes,11523611,12741,2009-06-15T07:57:11.000Z,47288005,27186
Ludacris,Ludacris,11378640,22163,2008-11-28T02:06:50.000Z,17696167,23020
SHAQ,SHAQ,15523424,9975,2008-11-18T10:27:25.000Z,17461978,209232
paulocoelho,Paulo Coelho,15432031,36023,2007-04-26T07:32:00.000Z,5520952,65939
tomhanks,Tom Hanks,16385190,948,2009-06-24T17:39:05.000Z,50374439,51595
Dr_alqarnee,د. عائض القرني,20111915,68188,2011-01-24T09:22:31.000Z,242245578,1194952
Usher,Usher Raymond IV,12002976,6164,2009-05-18T16:36:50.000Z,40908929,42168
akshaykumar,Akshay Kumar,42555800,41017,2009-04-15T05:23:19.000Z,31348594,1521722
LunaMaya26,luna maya,11907817,15698,2010-04-02T10:25:37.000Z,128841198,3596
rickygervais,Ricky Gervais,14491852,67374,2009-02-04T00:00:12.000Z,20015311,502388
MesutOzil1088,Mesut Özil,26096317,2226,2012-03-22T12:12:51.000Z,533085085,1948656
sherinasinna,Sherina Sinna,10865836,585,2009-04-21T11:10:05.000Z,33873560,65517
CMYLMZ,Cem Yılmaz,15030207,1950,2010-03-26T08:44:54.000Z,126571977,137406
nickjonas,Nick Jonas,14286643,6177,2009-07-14T19:07:05.000Z,56783491,344564
XabiAlonso,Xabi Alonso,11689494,589,2010-08-26T21:54:09.000Z,183387449,8032
TheRock,Dwayne Johnson,15440492,25672,2011-02-11T22:14:10.000Z,250831586,317471
StephenAtHome,Stephen Colbert,19257755,6938,2008-09-15T22:31:44.000Z,16303106,506239
aguerosergiokun,Sergio Kun Aguero,14519511,4967,2010-05-01T14:30:52.000Z,139092348,169213
VictoriaJustice,Victoria Justice,9983478,21781,2009-06-23T17:19:10.000Z,50037051,84222
FALCAO,Radamel Falcao,17333309,6677,2009-07-20T17:23:57.000Z,58531272,120889
lindsaylohan,Lindsay Lohan,8271867,314,2009-08-15T22:33:26.000Z,65992743,62037
arrahman,A.R.Rahman #99Songs 😷,23761831,6150,2009-02-02T05:53:57.000Z,19895282,514938
AustinMahone,Austin Mahone,9073457,42564,2010-09-29T22:53:34.000Z,196795202,18317
victoriabeckham,Victoria Beckham,11925938,3993,2010-08-31T18:06:25.000Z,185314895,6469
jamesdrodriguez,James Rodríguez,18998311,2863,2011-04-11T21:45:31.000Z,280701704,76651
TreySongz,Trey Songz,13810497,14623,2009-03-17T22:10:47.000Z,24966423,42992
SofiaVergara,Sofia Vergara,8604843,9758,2009-11-20T17:55:25.000Z,91390383,8685
jessicaalba,Jessica Alba,8681001,6638,2009-11-24T21:17:31.000Z,92367751,5422
RafaelNadal,Rafa Nadal,15612887,3102,2011-07-29T10:44:02.000Z,344634424,143479
rafinhabastos,Rafinha Bastos,11397101,35629,2008-12-22T01:11:01.000Z,18297088,310628
daddy_yankee,Daddy Yankee,14867787,22878,2009-04-29T21:15:16.000Z,36483808,144433
Anahi,Anahi,9853663,8334,2009-04-09T18:49:26.000Z,30040682,318095
LMFAO,LMFAO,6912055,5784,2009-01-29T02:32:50.000Z,19691643,1210
realwbonner,William Bonner,9969087,10176,2009-06-30T18:16:52.000Z,52471614,25078
imVkohli,Virat Kohli,44144577,2473,2009-09-03T07:57:30.000Z,71201743,1745321
JessieJ,Jessie J,8171475,20951,2009-04-28T06:34:34.000Z,36008570,16534
vidialdiano,Vidi Aldiano,8575234,32050,2009-05-25T23:31:51.000Z,42513459,1013
annecurtissmith,Anne Curtis-Smith,14201651,53350,2009-03-10T06:15:36.000Z,23563916,23410
sachin_rt,Sachin Tendulkar,36148087,4054,2010-04-21T07:42:23.000Z,135421739,1124745
MarceloTas,Marcelo Tas,9235704,23058,2007-06-11T14:13:30.000Z,6741632,14526
mishari_alafasy,MISHARI ALAFASY,7246,20687,2014-09-11T22:23:45.000Z,2804435462,60
Carles5puyol,Carles Puyol,12129776,2450,2010-04-22T19:49:00.000Z,136007061,240826
SethMacFarlane,Seth MacFarlane,13756212,207,2009-01-13T19:04:37.000Z,18948541,80941
thalia,Thalia,9764950,23240,2007-04-11T01:07:09.000Z,4101221,72180
MarcAnthony,Marc Anthony,11302014,7435,2011-02-18T23:59:54.000Z,254274083,20035
cesc4official,Cesc Fàbregas Soler,10006200,5529,2010-09-01T23:01:33.000Z,185827887,56611
50cent,50cent,12595669,17167,2008-12-18T19:18:49.000Z,18222378,120760
Pharrell,Pharrell Williams,10675477,4683,2011-07-19T02:08:57.000Z,338084918,41409
joejonas,J O E  J O N A S,10057006,11261,2010-01-12T19:29:00.000Z,104249727,60272
BigSean,Sean Don,14292659,20994,2008-12-06T03:17:02.000Z,17915334,106309
5SOS,5 Seconds Of Summer,12618561,28214,2011-03-11T10:18:46.000Z,264107729,1060447
azizansari,Aziz Ansari,10152997,7584,2007-05-31T19:06:49.000Z,6480682,2604
kobebryant,Kobe Bryant,15083969,1906,2013-01-04T01:09:40.000Z,1059194370,68197
davidbisbal,davidbisbal,9949757,18957,2009-07-15T18:47:03.000Z,57099808,82230
juniorbachchan,Abhishek Bachchan,15473756,32433,2009-11-03T11:29:22.000Z,87170183,91480
Tatawerneck,Tata werneck,11473042,21176,2009-08-03T16:43:18.000Z,62557485,368611
channingtatum,Channing Tatum,7771800,7140,2007-05-29T23:50:23.000Z,6427882,4406
Persie_Official,Robin van Persie,9359753,1010,2010-12-26T21:38:00.000Z,230845588,53967
sonamakapoor,Sonam K Ahuja,13193453,20386,2009-06-27T07:25:39.000Z,51376979,22013
CodySimpson,Cody Simpson,6838109,36936,2009-10-04T04:53:26.000Z,79650494,10292
LuisFonsi,Luis Fonsi,9725686,11632,2009-03-16T14:58:39.000Z,24702915,76921
DavidLuiz_4,David Luiz,8759279,2429,2011-07-29T16:17:52.000Z,344801362,33356
GarethBale11,Gareth Bale,18741558,1653,2012-08-06T10:39:31.000Z,740336334,72733
JohnCena,John Cena,13273006,6922,2010-05-08T17:43:50.000Z,141664648,1009205
EugenioDerbez,Eugenio Derbez,11276469,10213,2009-06-11T23:57:30.000Z,46527223,35698
JColeNC,J. Cole,14115353,2855,2009-01-15T17:08:04.000Z,19028953,149750
elissakh,Elissa,15610765,61535,2011-04-06T21:53:47.000Z,278235826,303645
MirandaCosgrove,Miranda Cosgrove,7013574,7016,2009-03-23T07:49:51.000Z,25970331,9613
johnlegend,John Legend,13878524,15873,2008-12-18T23:42:30.000Z,18228898,306073
EvaLongoria,Eva Longoria Baston,6854324,17417,2010-02-02T22:31:26.000Z,110827653,12617
salman_alodah,سلمان العودة (معتقل),13060328,47267,2009-09-28T13:17:37.000Z,78010944,8921
karanjohar,Karan Johar,17254640,11162,2009-07-18T13:10:57.000Z,57928790,135899
Guaje7Villa,David Villa,8921287,2777,2011-12-02T16:43:20.000Z,426738834,9656
CherLloyd,Cher Lloyd,6562953,6516,2010-10-30T09:56:49.000Z,209994211,15133
JessicaSimpson,Jessica Simpson,6220510,2776,2009-04-08T22:26:39.000Z,29840295,14245
NancyAjram,Nancy Ajram,15412779,24532,2012-01-21T16:32:54.000Z,470307418,118572
SpiderAnderson,Anderson Silva,7537480,3881,2011-02-02T11:46:11.000Z,246225682,4866
montanertwiter,Ricardo Montaner,9214434,57542,2009-07-08T21:21:12.000Z,55033131,62425
LittleMix,Little Mix,11941982,34663,2011-09-26T15:50:00.000Z,380399508,978550
carmeloanthony,Carmelo Anthony,9233560,3282,2009-05-25T10:30:34.000Z,42384760,84693
SarahKSilverman,Sarah Silverman,12295520,19391,2009-04-11T01:28:47.000Z,30364057,193426
shahidkapoor,Shahid Kapoor,15316453,7575,2009-07-14T06:58:48.000Z,56631494,51049
Tyga,T-Raww,4954151,12129,2009-03-04T04:29:52.000Z,22733444,24292
ChespiritoRGB,Roberto G. Bolaños,6194224,3018,2011-05-25T16:25:49.000Z,305085584,1862
snooki,Nicole Polizzi,5962300,35677,2009-04-03T19:53:24.000Z,28638191,23606
cuervotinelli,marcelo tinelli,10325878,77538,2012-08-29T18:05:27.000Z,789856765,127229
143redangel,Angel Locsin,12691472,12199,2009-07-30T14:54:09.000Z,61507091,10896
IAMQUEENLATIFAH,Queen Latifah,8007045,6332,2009-06-25T23:59:18.000Z,50826280,58566
ZooeyDeschanel,zooey deschanel,5844837,4267,2009-08-18T01:55:35.000Z,66561957,32987
simonpegg,Pegg News,5684604,16197,2009-01-07T06:19:34.000Z,18713254,7278
RaffiAhmadLagi,.,8483914,13328,2011-10-31T06:29:04.000Z,401866664,348
NeYoCompound,NE-YO,6498645,16740,2009-03-27T00:04:42.000Z,26895879,26449
CalvinHarris,Calvin Harris,11971121,135,2009-01-05T06:17:35.000Z,18625669,13040
richardbranson,Richard Branson,12631050,25948,2007-08-13T15:20:18.000Z,8161232,39997
ciara,Ciara,11534663,11932,2009-04-04T23:53:24.000Z,28897926,180403
SteveMartinToGo,Steve Martin,8695107,768,2008-05-18T21:33:55.000Z,14824849,37707
DaniAlvesD2,Daniel Alves,9137675,8068,2010-05-10T07:33:06.000Z,142204481,64099
KELLYROWLAND,KELENDRIA ROWLAND,6826140,13850,2009-04-13T02:15:13.000Z,30782495,88174
Fearnecotton,fearne cotton,6756702,20807,2009-01-31T15:28:48.000Z,19818494,3957
rioferdy5,Rio Ferdinand,11157790,21511,2010-06-15T14:47:40.000Z,155927976,234375
FloydMayweather,Floyd Mayweather,7880509,7847,2009-05-26T00:08:06.000Z,42519612,47167
Luke5SOS,Luke Hemmings,10298830,9441,2011-11-02T06:59:37.000Z,403245020,349197
andersoncooper,Anderson Cooper,10040684,18340,2008-06-24T22:37:59.000Z,15224867,291432
FabioPorchat,Fabio Porchat,9006760,13181,2009-04-21T04:04:03.000Z,33804533,173269
FarOutAkhtar,Farhan Akhtar,12597402,9170,2009-12-19T09:37:49.000Z,97865628,98879
jennettemccurdy,Jennette McCurdy,5565415,123,2008-07-16T21:36:31.000Z,15460081,3644
gusttavo_lima,Gusttavo Lima,14438134,20741,2010-03-26T16:47:47.000Z,126676337,193195
bellathorne,BITCHIMBELLATHORNE,6579764,77549,2009-06-18T00:25:58.000Z,48177728,22670
hollywills,Holly Willoughby,7248571,7043,2009-02-10T11:50:59.000Z,20508222,38922
JuanLuisGuerra,Juan Luis Guerra,7638106,1638,2010-01-14T23:52:20.000Z,104974333,16127
Tip,T.I.,9148640,19877,2010-02-26T15:47:13.000Z,117778179,25231
PerezHilton,Perez Hilton,5537967,347165,2009-01-22T06:47:48.000Z,19329393,28057
DwightHoward,Dwight Howard,6398323,23526,2008-10-16T19:42:00.000Z,16812787,16036
CHAYANNEMUSIC,CHAYANNE,9270932,4962,2009-04-08T16:09:19.000Z,29749448,63169
Ricardo_Arjona,Ricardo Arjona ®,10454729,4691,2008-11-22T00:40:10.000Z,17549677,49225
aliaa08,Alia Bhatt,21064554,5338,2010-08-26T13:37:26.000Z,183230911,510434
vicegandako,jose marie viceral,14233655,24058,2010-09-04T05:12:31.000Z,186712788,267387
Zendaya,Zendaya,19342399,58532,2010-06-10T21:08:45.000Z,154280902,514165
DulceMaria,Dulce Maria,7167763,32551,2009-10-03T00:22:58.000Z,79327591,211028
oceara,Snap: cearawm,5836597,7551,2009-05-17T18:52:56.000Z,40713101,85
iansomerhalder,Ian Somerhalder,7171889,10199,2009-07-19T16:36:43.000Z,58233603,106133
KrisJenner,Kris Jenner,12053142,13845,2009-03-10T16:38:12.000Z,23613479,29851
jimmykimmel,Jimmy Kimmel,11876667,7753,2009-03-23T18:05:56.000Z,26053643,363103
RealHughJackman,Hugh Jackman,14568073,4056,2009-03-27T16:45:10.000Z,27042513,57322
luansantana,Luan Santana,11645000,14423,2009-07-22T15:35:59.000Z,59156773,181184
IGGYAZALEA,IGGY AZALEA,7707630,9248,2010-06-09T06:10:41.000Z,153694176,215560
GalileaMontijo,Galilea Montijo,7290110,22527,2010-01-07T16:49:44.000Z,102729125,5483
AnushkaSharma,Anushka Sharma,22542679,4683,2009-07-08T07:30:37.000Z,54829997,145448
robkardashian,ROBERT KARDASHIAN,7284252,1705,2009-03-31T23:07:50.000Z,27989078,3158
Akon,AKON,6199307,1774,2009-03-20T00:35:33.000Z,25421094,40549
jason_mraz,Jason Mraz,5308140,4683,2009-01-15T11:16:33.000Z,19018401,3463
ninadobrev,Nina Dobrev,7075089,7466,2009-09-11T18:00:49.000Z,73443014,10040
OMARCHAPARRO,Omar Chaparro,7406306,31291,2008-10-13T15:12:41.000Z,16721910,25104
SergioRamos,Sergio Ramos,18840463,4300,2010-06-02T17:17:33.000Z,151123001,209624
rodrigovesgo,Rodrigo Scarpa,5503289,11163,2009-05-20T15:47:49.000Z,41384170,102
Mascherano,Javier Mascherano,8120456,1775,2011-06-09T12:23:45.000Z,313913938,21356
chetan_bhagat,Chetan Bhagat,12594154,16368,2009-06-04T10:30:19.000Z,44588485,50920
Calum5SOS,Calum Hood,7114497,15151,2011-11-02T07:27:56.000Z,403255314,593792
CH14_,Chicharito Hernandez,8864424,2442,2012-06-25T20:38:36.000Z,618420295,11777
jk_rowling,J.K. Rowling,13974944,14197,2009-08-03T13:23:45.000Z,62513246,86710
official_flo,FLO RIDA,4879225,24175,2009-04-07T21:14:47.000Z,29547045,4452
chelseahandler,Chelsea Handler,7864690,12913,2009-02-01T21:13:36.000Z,19877186,204175
atademirer,atademirer,6785168,2240,2010-07-24T20:21:51.000Z,170428440,19500
ScottDisick,Scott Disick,6694816,2764,2010-01-05T02:15:37.000Z,101928415,2109
CherylOfficial,Cheryl,5678616,7397,2011-03-08T23:24:59.000Z,262881419,9209
LuisSuarez9,Luis Suarez,16892093,1496,2010-11-09T17:56:06.000Z,213745334,135331
ParineetiChopra,Parineeti Chopra,14148041,8626,2009-04-21T03:51:35.000Z,33801019,150544
RobertDowneyJr,Robert Downey Jr,16678188,842,2009-06-17T00:12:08.000Z,47786101,153579
G_Higuain,Gonzalo Higuaín,6533290,382,2010-10-19T23:45:32.000Z,205011496,2688
jimmycarr,Jimmy Carr,6685089,4626,2008-10-28T13:39:56.000Z,17020962,5830
TomCruise,Tom Cruise,6680270,10879,2009-06-18T16:50:46.000Z,48410093,38502
kendricklamar,Kendrick Lamar,11548354,4230,2009-03-10T05:44:26.000Z,23561980,75116
serenawilliams,Serena Williams,10707047,14598,2009-03-25T21:00:33.000Z,26589987,190601
Residente,Residente,6108127,29750,2009-05-11T06:01:58.000Z,39203045,37644
adamlevine,Adam Levine,7983620,5979,2009-07-20T17:12:25.000Z,58528137,23845
CarlosLoret,Carlos Loret de Mola,8814781,98880,2009-08-26T00:00:09.000Z,68844197,1712939
JeremyClarkson,Jeremy Clarkson,7529408,7716,2012-03-17T14:49:48.000Z,527526077,126046
ahickmann,Ana Hickmann,6144761,28711,2009-05-29T19:45:07.000Z,43394391,3378
Talhabeeb,أ. د. طارق الحبيب,6616344,43489,2011-04-01T14:34:32.000Z,275558381,13830
VanessaHudgens,Vanessa Hudgens,6726266,4582,2011-03-29T19:28:34.000Z,274119641,14570
TareqAlSuwaidan,Dr.TareqAlSuwaidan,9955111,21685,2010-03-14T14:33:12.000Z,122969292,1426
JKCorden,James Corden,11025702,13974,2010-11-15T11:40:04.000Z,215952307,155004
Michael5SOS,michael clifford,10205172,12709,2011-11-02T07:04:18.000Z,403246803,696885
elliegoulding,Ellie Goulding,6418818,18102,2009-02-11T02:15:58.000Z,20565284,39008
camerondallas,Cameron Dallas,14988876,1440,2011-11-05T18:20:57.000Z,405728790,7368
lopezdoriga,Joaquín López-Dóriga,7929985,389333,2011-01-11T01:32:54.000Z,236636515,1505414
thekiranbedi,Kiran Bedi,12259831,36294,2009-08-26T13:32:38.000Z,68977380,67355
raisa6690,Raisa Andriana,9146262,26925,2009-08-07T11:36:31.000Z,63695781,18386
MichelleObama,Michelle Obama,21022902,1795,2011-11-10T20:13:01.000Z,409486555,632397
maryjblige,Mary J. Blige,6097329,7069,2009-07-08T16:48:22.000Z,54951973,101553
oserginho,Serginho Groisman,6172405,9110,2009-08-12T20:31:30.000Z,65151248,8046
justdemi,Demi Moore,4431147,5461,2009-01-26T20:21:06.000Z,19554706,3929
bernardokath,KATH 🐘,10526074,6615,2010-10-02T14:30:30.000Z,197807757,445010
SamuelLJackson,Samuel L. Jackson,8848364,3792,2009-09-21T06:47:04.000Z,75974281,31921
NicoleScherzy,Nicole Scherzinger,5073914,10202,2009-03-16T18:28:02.000Z,24741517,22748
bep,Black Eyed Peas,4696938,4054,2007-07-12T13:25:51.000Z,7428362,69062
okanbayulgen,okan bayulgen,6871688,6317,2011-03-15T15:24:29.000Z,266644093,8115
INDONESIAinLOVE,INDONESIAinLOVE,5057125,60613,2011-02-26T10:44:49.000Z,257861295,2767
amrkhaled,Amr Khaled,11116879,16892,2009-08-19T09:42:24.000Z,66959303,36104
MeekMill,Meek Mill,10944328,16301,2009-02-11T03:15:04.000Z,20567939,598567
antanddec,antanddec,6765113,15548,2008-11-14T13:04:56.000Z,17386885,60680
RitaOra,Rita Ora,6569243,13991,2009-03-30T20:49:02.000Z,27725199,73556
lulopilato,Luisana Lopilato,6011154,7642,2009-05-08T20:51:39.000Z,38741679,3172
Fiuk,FIUK 🎸🚀💥,5483590,28355,2009-05-28T15:38:39.000Z,43132532,884775
NickCannon,Nick Cannon,4682104,29298,2009-01-27T01:44:34.000Z,19571299,12858
bepe20s,•Bambang Pamungkas•,1012,104,2015-08-08T10:21:12.000Z,3309596149,3
SandyLeah,Sandy Leah,5969968,5600,2009-06-27T18:16:25.000Z,51509917,7585
mirandalambert,Miranda Lambert,6790410,5545,2009-04-23T21:37:36.000Z,34738598,68235
Angelluisr,Angel Rivera,1127856,8428,2009-02-10T04:02:59.000Z,20490840,23
Nashgrier,Nash Grier,6358902,32800,2011-06-03T04:34:15.000Z,310072711,15996
bclsinclair,bunga citra lestari,5836119,9757,2009-05-21T17:03:32.000Z,41626669,4058
RedHourBen,Ben Stiller,5622990,8039,2009-08-02T16:21:43.000Z,62290422,43813
DemetAkalin,Demet Akalin,6759954,89701,2010-06-01T07:29:05.000Z,150566311,78727
YengPLUGGEDin,Yeng Constantino,7411678,41706,2009-08-08T20:45:18.000Z,64038747,8168
mindykaling,Mindy Kaling,11625464,20261,2009-03-10T02:29:28.000Z,23544596,88452
MacMiller,Mac,8012045,208,2009-03-06T13:52:47.000Z,23065354,52180
D_DeGea,David de Gea,13441507,2351,2011-03-14T13:03:14.000Z,265982289,146335
juanmata8,Juan Mata García,7964042,3084,2010-05-06T08:44:21.000Z,140750163,33380
TigerWoods,Tiger Woods,6574992,1276,2009-04-17T15:48:12.000Z,32453930,259202
MikeTyson,Mike Tyson,5686783,6748,2010-06-16T03:10:23.000Z,156132825,50749
LennyKravitz,Lenny Kravitz,4758699,3066,2009-03-06T00:51:27.000Z,23006794,33961
kevinjonas,kevin jonas,5253278,9521,2010-01-12T22:09:15.000Z,104288093,36003
JonahHill,Jonah Hill,4442702,75,2011-02-23T16:35:51.000Z,256573865,6217
DwyaneWade,DWade,9590860,14759,2009-04-21T18:42:20.000Z,33995409,308650
nicolerichie,Nicole Richie,4294430,221,2009-03-31T01:16:52.000Z,27778893,1034
linkinpark,LINKIN PARK,5886418,6560,2009-01-23T01:05:42.000Z,19373710,71542
HilaryDuff,Hilary Duff,4568320,4421,2010-10-10T16:29:02.000Z,200913899,8964
ImRaina,Suresh Raina🇮🇳,19244888,6455,2010-03-08T08:47:26.000Z,121044171,407985
RNTata2000,Ratan N. Tata,10173536,173,2011-04-05T11:01:00.000Z,277434037,188003
ariyoshihiroiki,有吉弘行,7584110,21246,2010-02-15T12:51:21.000Z,114446939,114105
IBGDRGN,G-DRAGON,8635856,4802,2012-07-16T21:48:58.000Z,637313893,87848
AnnaKendrick47,Anna Kendrick,7044448,2448,2009-07-25T01:57:57.000Z,59949396,39623
sectorkekz,Angelica Panganiban,4399333,13081,2010-01-25T17:08:38.000Z,108345784,32
wossy,Jonathan Ross,4954211,26465,2008-11-30T11:53:25.000Z,17753033,12325
lucyhale,Lucy Hale,6760903,19646,2009-04-08T16:38:52.000Z,29756339,13594
bridgitmendler,Bridgit Mendler,4221422,9556,2009-05-03T17:25:10.000Z,37457377,2071
donghae861015,Super Junior 이동해,5329761,2367,2010-04-08T13:21:20.000Z,130834357,142554
JohnCleese,John Cleese,5693518,11250,2007-12-03T13:43:30.000Z,10810102,173063
souljaboy,Soulja Boy Draco 🌹,5400995,127646,2008-10-17T17:09:15.000Z,16827333,562856
PrinceRoyce,Prince Royce,6581745,17611,2009-08-12T22:38:20.000Z,65186457,82430
carrieunderwood,Carrie Underwood,8240617,5556,2011-10-06T22:36:16.000Z,386244525,65666
jesseyjoy,Jesse & Joy Oficial,5254332,30442,2009-03-31T16:48:05.000Z,27909036,3388
yokoono,Yoko Ono ☁️,4621582,13995,2008-11-27T16:06:43.000Z,17681513,46692
olla_ramlan,OR,4794837,27667,2009-07-22T17:22:44.000Z,59186139,163
DjokerNole,Novak Djokovic,8848053,3822,2011-03-02T21:44:22.000Z,259925559,237104
gabyespino,gaby espino,5221340,36759,2009-11-26T02:57:24.000Z,92670884,4486
Bellaudyaa,Laudya Cynthia bella,5644851,19240,2009-10-15T16:00:45.000Z,82648754,93
tyleroakley,tyler oakley,5437933,70657,2008-03-26T03:20:33.000Z,14222536,98050
johngreen,John Green,4632609,1019,2008-12-11T18:28:42.000Z,18055737,2726
BillSimmons,Bill Simmons,5681859,32121,2009-04-18T03:37:31.000Z,32765534,21448
DiegoForlan7,Diego Forlán,5083590,1832,2010-04-06T11:16:24.000Z,130122646,10326
llcoolj,LLCOOLJ,5007308,34066,2009-01-22T07:24:15.000Z,19330043,45414
facufacundo,Facundo,5229371,21707,2009-10-18T04:33:30.000Z,83297130,13504
iamsuperbianca,Bianca Gonzalez,7444073,57729,2009-04-18T03:00:09.000Z,32751684,36259
msdhoni,Mahendra Singh Dhoni,8347122,480,2009-11-26T07:42:07.000Z,92708272,558043
piersmorgan,Piers Morgan,8002225,144691,2010-11-16T09:37:44.000Z,216299334,3349735
Skrillex,Skrillex,5991282,14273,2009-01-10T03:49:35.000Z,18825961,16596
virendersehwag,Virender Sehwag,22301014,12105,2009-11-26T10:00:40.000Z,92724677,564848
jorgeemateus,Jorge & Mateus,9566725,20387,2009-05-19T03:19:53.000Z,41043596,41313
gitagut,Aluna Sagita Gutawa,4666836,8787,2009-11-15T06:15:43.000Z,90109872,204
Lord_Sugar,Lord Sugar,5205242,56933,2010-06-29T13:53:47.000Z,160926944,114160
MonsieurDream,cyprien,8626922,17011,2007-06-08T08:21:12.000Z,6661522,11788
CP3,Chris Paul,8393924,6504,2009-07-05T06:25:22.000Z,53853197,83990
iamjamiefoxx,Jamie Foxx,4637176,3295,2010-04-30T01:00:33.000Z,138600717,15310
IrfanBachdim10,Irfan Bachdim,4750853,3537,2010-11-12T00:34:26.000Z,214690684,568
kc_concepcion,KC 👑,1189,270,2016-10-09T09:06:30.000Z,785043752951742464,37
imdanielpadilla,Daniel Padilla,9042436,3258,2011-07-04T07:55:55.000Z,328918379,230311
gadelmaleh,GAD,7660810,5618,2012-02-21T13:41:53.000Z,498840131,8247
MarceloM12,Marcelotwelve,12253606,1981,2012-11-07T16:32:45.000Z,932429090,41666
micheltelo,Michel Teló,5818628,167819,2009-05-06T14:14:20.000Z,38185503,24036
SalehAlmoghamsy,الشيخ صالح المغامسي,6694820,11230,2011-04-01T14:05:34.000Z,275546719,13470
luckymanzano,Luis Manzano,5533372,60426,2010-04-19T02:47:09.000Z,134657984,8534
DONOMAR,DON OMAR aka KONG,5232607,45050,2010-06-11T18:13:18.000Z,154605679,3792
SteveCarell,Steve Carell,5573297,164,2012-02-22T18:57:30.000Z,500042487,8944
neiltyson,Neil deGrasse Tyson,14551044,7586,2009-01-29T18:40:26.000Z,19725644,356190
wisinyyandel,Wisin Y Yandel,4988991,10019,2009-03-19T23:34:16.000Z,25410548,3987
NoelSchajris,Noel Schajris,4530598,60342,2009-07-13T22:49:16.000Z,56521114,9244
RevRunWisdom,Rev Run,3941225,19682,2009-03-11T21:18:19.000Z,23832022,3092
SandraDewi88,Sandra Dewi,6555577,37815,2009-06-07T03:53:56.000Z,45278605,360
amrdiab,Amr Diab,11435085,3046,2009-06-10T22:42:29.000Z,46247180,27296
ShawnMendes,Shawn Mendes,26663636,15351,2011-09-24T22:29:41.000Z,379408088,1249095
syntekoficial,Aleks Syntek,4626570,22962,2009-04-29T06:53:00.000Z,36307418,2583
AdelAliBinAli,عادل علي بن علي,2399549,148185,2012-04-01T23:32:10.000Z,542936786,953295
felipeneto,Felipe Neto,14011075,16773,2008-03-12T00:17:35.000Z,14128609,2910776
